relative_path,size_bytes,modified
Soil_Moisture\DDCA\DDCA_DH\SM\20181015.mat,6574557,2026-04-02 13:20:31
Soil_Moisture\DDCA\DDCA_DH\SM\20181014.mat,5774882,2026-04-02 13:20:30
Soil_Moisture\DDCA\DDCA_DH\SM\20181007.mat,6904706,2026-04-02 13:20:26
Soil_Moisture\DDCA\DDCA_DH\SM\20181008.mat,6423653,2026-04-02 13:20:26
Soil_Moisture\DDCA\DDCA_DH\SM\20181009.mat,5768204,2026-04-02 13:20:26
Soil_Moisture\DDCA\DDCA_DH\SM\20181010.mat,6901728,2026-04-02 13:20:26
Soil_Moisture\DDCA\DDCA_DH\SM\20181011.mat,5441762,2026-04-02 13:20:26
Soil_Moisture\DDCA\DDCA_DH\SM\20181005.mat,6911457,2026-04-02 13:20:25
Soil_Moisture\DDCA\DDCA_DH\SM\20181006.mat,6097524,2026-04-02 13:20:25
Soil_Moisture\DDCA\DDCA_DH\SM\20181004.mat,6504952,2026-04-02 13:20:24
Soil_Moisture\DDCA\DDCA_DH\SM\20181001.mat,6134301,2026-04-02 13:20:22
Soil_Moisture\DDCA\DDCA_DH\SM\20181003.mat,6126526,2026-04-02 13:20:22
Soil_Moisture\DDCA\DDCA_DH\SM\20181002.mat,7191675,2026-04-02 13:20:20
Soil_Moisture\DDCA\DDCA_DH\SM\20180926.mat,6688332,2026-04-02 13:20:19
Soil_Moisture\DDCA\DDCA_DH\SM\20180928.mat,6336876,2026-04-02 13:20:19
Soil_Moisture\DDCA\DDCA_DH\SM\20180930.mat,6895795,2026-04-02 13:20:19
Soil_Moisture\DDCA\DDCA_DH\SM\20180929.mat,7108433,2026-04-02 13:20:18
Soil_Moisture\DDCA\DDCA_DH\SM\20180927.mat,7153336,2026-04-02 13:20:17
Soil_Moisture\DDCA\DDCA_DH\SM\20180923.mat,6297422,2026-04-02 13:20:16
Soil_Moisture\DDCA\DDCA_DH\SM\20180925.mat,6338839,2026-04-02 13:20:16
Soil_Moisture\DDCA\DDCA_DH\SM\20180924.mat,7423472,2026-04-02 13:20:15
Soil_Moisture\DDCA\DDCA_DH\SM\20180916.mat,8040003,2026-04-02 13:20:12
Soil_Moisture\DDCA\DDCA_DH\SM\20180922.mat,7382356,2026-04-02 13:20:12
Soil_Moisture\DDCA\DDCA_DH\SM\20180915.mat,6828878,2026-04-02 13:20:11
Soil_Moisture\DDCA\DDCA_DH\SM\20180919.mat,7728292,2026-04-02 13:20:11
Soil_Moisture\DDCA\DDCA_DH\SM\20180921.mat,7098843,2026-04-02 13:20:11
Soil_Moisture\DDCA\DDCA_DH\SM\20180917.mat,6916242,2026-04-02 13:20:10
Soil_Moisture\DDCA\DDCA_DH\SM\20180920.mat,6683049,2026-04-02 13:20:10
Soil_Moisture\DDCA\DDCA_DH\SM\20180913.mat,7228716,2026-04-02 13:20:09
Soil_Moisture\DDCA\DDCA_DH\SM\20180918.mat,6420772,2026-04-02 13:20:08
Soil_Moisture\DDCA\DDCA_DH\SM\20180914.mat,8180332,2026-04-02 13:20:07
Soil_Moisture\DDCA\DDCA_DH\SM\20180905.mat,8382519,2026-04-02 13:20:04
Soil_Moisture\DDCA\DDCA_DH\SM\20180908.mat,8563974,2026-04-02 13:20:04
Soil_Moisture\DDCA\DDCA_DH\SM\20180911.mat,8312826,2026-04-02 13:20:03
Soil_Moisture\DDCA\DDCA_DH\SM\20180912.mat,7362361,2026-04-02 13:20:03
Soil_Moisture\DDCA\DDCA_DH\SM\20180903.mat,8854852,2026-04-02 13:20:01
Soil_Moisture\DDCA\DDCA_DH\SM\20180904.mat,8009681,2026-04-02 13:20:00
Soil_Moisture\DDCA\DDCA_DH\SM\20180906.mat,6722730,2026-04-02 13:20:00
Soil_Moisture\DDCA\DDCA_DH\SM\20180909.mat,7403269,2026-04-02 13:20:00
Soil_Moisture\DDCA\DDCA_DH\SM\20180910.mat,7603132,2026-04-02 13:20:00
Soil_Moisture\DDCA\DDCA_DH\SM\20180907.mat,7212370,2026-04-02 13:19:59
Soil_Moisture\DDCA\DDCA_DH\SM\20180828.mat,8835661,2026-04-02 13:19:57
Soil_Moisture\DDCA\DDCA_DH\SM\20180827.mat,8495675,2026-04-02 13:19:53
Soil_Moisture\DDCA\DDCA_DH\SM\20180825.mat,8432354,2026-04-02 13:19:52
Soil_Moisture\DDCA\DDCA_DH\SM\20180826.mat,9286254,2026-04-02 13:19:52
Soil_Moisture\DDCA\DDCA_DH\SM\20180829.mat,9221247,2026-04-02 13:19:52
Soil_Moisture\DDCA\DDCA_DH\SM\20180831.mat,9071457,2026-04-02 13:19:52
Soil_Moisture\DDCA\DDCA_DH\SM\20180901.mat,8050478,2026-04-02 13:19:52
Soil_Moisture\DDCA\DDCA_DH\SM\20180830.mat,7674930,2026-04-02 13:19:51
Soil_Moisture\DDCA\DDCA_DH\SM\20180902.mat,7175671,2026-04-02 13:19:50
Soil_Moisture\DDCA\DDCA_DH\SM\20180824.mat,8509315,2026-04-02 13:19:49
Soil_Moisture\DDCA\DDCA_DH\SM\20180822.mat,8089466,2026-04-02 13:19:42
Soil_Moisture\DDCA\DDCA_DH\SM\20180814.mat,8526525,2026-04-02 13:19:41
Soil_Moisture\DDCA\DDCA_DH\SM\20180815.mat,9945607,2026-04-02 13:19:41
Soil_Moisture\DDCA\DDCA_DH\SM\20180816.mat,8496961,2026-04-02 13:19:41
Soil_Moisture\DDCA\DDCA_DH\SM\20180818.mat,9772902,2026-04-02 13:19:41
Soil_Moisture\DDCA\DDCA_DH\SM\20180819.mat,8936044,2026-04-02 13:19:41
Soil_Moisture\DDCA\DDCA_DH\SM\20180820.mat,9227104,2026-04-02 13:19:41
Soil_Moisture\DDCA\DDCA_DH\SM\20180821.mat,9329208,2026-04-02 13:19:41
Soil_Moisture\DDCA\DDCA_DH\SM\20180823.mat,9492651,2026-04-02 13:19:41
Soil_Moisture\DDCA\DDCA_DH\SM\20180817.mat,8850836,2026-04-02 13:19:40
Soil_Moisture\DDCA\DDCA_DH\SM\20180810.mat,10149036,2026-04-02 13:19:34
Soil_Moisture\DDCA\DDCA_DH\SM\20180812.mat,9544852,2026-04-02 13:19:33
Soil_Moisture\DDCA\DDCA_DH\SM\20180811.mat,9329233,2026-04-02 13:19:32
Soil_Moisture\DDCA\DDCA_DH\SM\20180717.mat,9984523,2026-04-02 13:19:30
Soil_Moisture\DDCA\DDCA_DH\SM\20180805.mat,10249095,2026-04-02 13:19:30
Soil_Moisture\DDCA\DDCA_DH\SM\20180806.mat,8894306,2026-04-02 13:19:30
Soil_Moisture\DDCA\DDCA_DH\SM\20180807.mat,10238763,2026-04-02 13:19:30
Soil_Moisture\DDCA\DDCA_DH\SM\20180808.mat,9394703,2026-04-02 13:19:30
Soil_Moisture\DDCA\DDCA_DH\SM\20180813.mat,10028594,2026-04-02 13:19:30
Soil_Moisture\DDCA\DDCA_DH\SM\20180809.mat,9138681,2026-04-02 13:19:29
Soil_Moisture\DDCA\DDCA_DH\SM\20180801.mat,9284602,2026-04-02 13:19:20
Soil_Moisture\DDCA\DDCA_DH\SM\20180803.mat,9636885,2026-04-02 13:19:20
Soil_Moisture\DDCA\DDCA_DH\SM\20180729.mat,9081269,2026-04-02 13:19:19
Soil_Moisture\DDCA\DDCA_DH\SM\20180730.mat,10406519,2026-04-02 13:19:19
Soil_Moisture\DDCA\DDCA_DH\SM\20180731.mat,9665814,2026-04-02 13:19:19
Soil_Moisture\DDCA\DDCA_DH\SM\20180802.mat,10359652,2026-04-02 13:19:19
Soil_Moisture\DDCA\DDCA_DH\SM\20180804.mat,9737239,2026-04-02 13:19:19
Soil_Moisture\DDCA\DDCA_DH\SM\20180727.mat,9722693,2026-04-02 13:19:18
Soil_Moisture\DDCA\DDCA_DH\SM\20180728.mat,10160317,2026-04-02 13:19:17
Soil_Moisture\DDCA\DDCA_DH\SM\20180721.mat,9180499,2026-04-02 13:19:12
Soil_Moisture\DDCA\DDCA_DH\SM\20180726.mat,9620504,2026-04-02 13:19:10
Soil_Moisture\DDCA\DDCA_DH\SM\20180722.mat,10377056,2026-04-02 13:19:09
Soil_Moisture\DDCA\DDCA_DH\SM\20180718.mat,8863396,2026-04-02 13:19:08
Soil_Moisture\DDCA\DDCA_DH\SM\20180719.mat,9568637,2026-04-02 13:19:08
Soil_Moisture\DDCA\DDCA_DH\SM\20180720.mat,9977690,2026-04-02 13:19:08
Soil_Moisture\DDCA\DDCA_DH\SM\20180723.mat,9635519,2026-04-02 13:19:08
Soil_Moisture\DDCA\DDCA_DH\SM\20180724.mat,9402335,2026-04-02 13:19:08
Soil_Moisture\DDCA\DDCA_DH\SM\20180725.mat,9677701,2026-04-02 13:19:07
Soil_Moisture\DDCA\DDCA_DH\SM\20180707.mat,9200542,2026-04-02 13:18:58
Soil_Moisture\DDCA\DDCA_DH\SM\20180709.mat,9809233,2026-04-02 13:18:58
Soil_Moisture\DDCA\DDCA_DH\SM\20180710.mat,9152293,2026-04-02 13:18:58
Soil_Moisture\DDCA\DDCA_DH\SM\20180711.mat,9175544,2026-04-02 13:18:58
Soil_Moisture\DDCA\DDCA_DH\SM\20180713.mat,8994519,2026-04-02 13:18:58
Soil_Moisture\DDCA\DDCA_DH\SM\20180714.mat,10141766,2026-04-02 13:18:58
Soil_Moisture\DDCA\DDCA_DH\SM\20180715.mat,9524463,2026-04-02 13:18:58
Soil_Moisture\DDCA\DDCA_DH\SM\20180716.mat,9220799,2026-04-02 13:18:58
Soil_Moisture\DDCA\DDCA_DH\SM\20180708.mat,8780259,2026-04-02 13:18:57
Soil_Moisture\DDCA\DDCA_DH\SM\20180712.mat,10009905,2026-04-02 13:18:57
Soil_Moisture\DDCA\DDCA_DH\SM\20180629.mat,8833597,2026-04-02 13:18:50
Soil_Moisture\DDCA\DDCA_DH\SM\20180706.mat,9857490,2026-04-02 13:18:50
Soil_Moisture\DDCA\DDCA_DH\SM\20180705.mat,8743286,2026-04-02 13:18:49
Soil_Moisture\DDCA\DDCA_DH\SM\20180630.mat,8438396,2026-04-02 13:18:48
Soil_Moisture\DDCA\DDCA_DH\SM\20180701.mat,9339983,2026-04-02 13:18:47
Soil_Moisture\DDCA\DDCA_DH\SM\20180702.mat,8773032,2026-04-02 13:18:47
Soil_Moisture\DDCA\DDCA_DH\SM\20180703.mat,8866536,2026-04-02 13:18:47
Soil_Moisture\DDCA\DDCA_DH\SM\20180704.mat,9655147,2026-04-02 13:18:46
Soil_Moisture\DDCA\DDCA_DH\SM\20180626.mat,8286970,2026-04-02 13:18:45
Soil_Moisture\DDCA\DDCA_DH\SM\20180628.mat,7498310,2026-04-02 13:18:45
Soil_Moisture\DDCA\DDCA_DH\SM\20180627.mat,4858071,2026-04-02 13:18:42
Soil_Moisture\DDCA\DDCA_DH\SM\20180617.mat,8356530,2026-04-02 13:18:37
Soil_Moisture\DDCA\DDCA_DH\SM\20180618.mat,8697425,2026-04-02 13:18:37
Soil_Moisture\DDCA\DDCA_DH\SM\20180620.mat,8642746,2026-04-02 13:18:36
Soil_Moisture\DDCA\DDCA_DH\SM\20180621.mat,8397457,2026-04-02 13:18:36
Soil_Moisture\DDCA\DDCA_DH\SM\20180624.mat,8424942,2026-04-02 13:18:36
Soil_Moisture\DDCA\DDCA_DH\SM\20180625.mat,8571593,2026-04-02 13:18:36
Soil_Moisture\DDCA\DDCA_DH\SM\20180616.mat,8091926,2026-04-02 13:18:35
Soil_Moisture\DDCA\DDCA_DH\SM\20180619.mat,8029536,2026-04-02 13:18:35
Soil_Moisture\DDCA\DDCA_DH\SM\20180622.mat,7896242,2026-04-02 13:18:35
Soil_Moisture\DDCA\DDCA_DH\SM\20180623.mat,8846064,2026-04-02 13:18:35
Soil_Moisture\DDCA\DDCA_DH\SM\20180615.mat,8504384,2026-04-02 13:18:30
Soil_Moisture\DDCA\DDCA_DH\SM\20180612.mat,8898218,2026-04-02 13:18:27
Soil_Moisture\DDCA\DDCA_DH\SM\20180607.mat,8336581,2026-04-02 13:18:26
Soil_Moisture\DDCA\DDCA_DH\SM\20180608.mat,7795250,2026-04-02 13:18:26
Soil_Moisture\DDCA\DDCA_DH\SM\20180610.mat,8712360,2026-04-02 13:18:26
Soil_Moisture\DDCA\DDCA_DH\SM\20180614.mat,8002100,2026-04-02 13:18:26
Soil_Moisture\DDCA\DDCA_DH\SM\20180604.mat,8603401,2026-04-02 13:18:25
Soil_Moisture\DDCA\DDCA_DH\SM\20180609.mat,8115478,2026-04-02 13:18:25
Soil_Moisture\DDCA\DDCA_DH\SM\20180611.mat,7725630,2026-04-02 13:18:25
Soil_Moisture\DDCA\DDCA_DH\SM\20180613.mat,8090000,2026-04-02 13:18:25
Soil_Moisture\DDCA\DDCA_DH\SM\20180605.mat,7799970,2026-04-02 13:18:20
Soil_Moisture\DDCA\DDCA_DH\SM\20180606.mat,7738842,2026-04-02 13:18:20
Soil_Moisture\DDCA\DDCA_DH\SM\20180601.mat,7799384,2026-04-02 13:18:19
Soil_Moisture\DDCA\DDCA_DH\SM\20180530.mat,8136173,2026-04-02 13:18:18
Soil_Moisture\DDCA\DDCA_DH\SM\20180603.mat,7497311,2026-04-02 13:18:17
Soil_Moisture\DDCA\DDCA_DH\SM\20180527.mat,8341964,2026-04-02 13:18:16
Soil_Moisture\DDCA\DDCA_DH\SM\20180531.mat,7441915,2026-04-02 13:18:16
Soil_Moisture\DDCA\DDCA_DH\SM\20180602.mat,8310731,2026-04-02 13:18:16
Soil_Moisture\DDCA\DDCA_DH\SM\20180525.mat,8008819,2026-04-02 13:18:14
Soil_Moisture\DDCA\DDCA_DH\SM\20180529.mat,7442697,2026-04-02 13:18:11
Soil_Moisture\DDCA\DDCA_DH\SM\20180524.mat,7400313,2026-04-02 13:18:10
Soil_Moisture\DDCA\DDCA_DH\SM\20180526.mat,7172196,2026-04-02 13:18:10
Soil_Moisture\DDCA\DDCA_DH\SM\20180521.mat,7020299,2026-04-02 13:18:09
Soil_Moisture\DDCA\DDCA_DH\SM\20180522.mat,7582791,2026-04-02 13:18:09
Soil_Moisture\DDCA\DDCA_DH\SM\20180528.mat,7464348,2026-04-02 13:18:09
Soil_Moisture\DDCA\DDCA_DH\SM\20180523.mat,6994532,2026-04-02 13:18:08
Soil_Moisture\DDCA\DDCA_DH\SM\20180519.mat,7831153,2026-04-02 13:18:07
Soil_Moisture\DDCA\DDCA_DH\SM\20180520.mat,7000166,2026-04-02 13:18:04
Soil_Moisture\DDCA\DDCA_DH\SM\20180513.mat,6757584,2026-04-02 13:18:02
Soil_Moisture\DDCA\DDCA_DH\SM\20180516.mat,7151908,2026-04-02 13:18:02
Soil_Moisture\DDCA\DDCA_DH\SM\20180517.mat,7443231,2026-04-02 13:18:02
Soil_Moisture\DDCA\DDCA_DH\SM\20180518.mat,6710700,2026-04-02 13:18:02
Soil_Moisture\DDCA\DDCA_DH\SM\20180417.mat,6663309,2026-04-02 13:18:01
Soil_Moisture\DDCA\DDCA_DH\SM\20180515.mat,6385607,2026-04-02 13:18:01
Soil_Moisture\DDCA\DDCA_DH\SM\20180511.mat,7520828,2026-04-02 13:18:00
Soil_Moisture\DDCA\DDCA_DH\SM\20180512.mat,6701729,2026-04-02 13:18:00
Soil_Moisture\DDCA\DDCA_DH\SM\20180514.mat,7384207,2026-04-02 13:17:56
Soil_Moisture\DDCA\DDCA_DH\SM\20180506.mat,7098921,2026-04-02 13:17:54
Soil_Moisture\DDCA\DDCA_DH\SM\20180507.mat,6424510,2026-04-02 13:17:54
Soil_Moisture\DDCA\DDCA_DH\SM\20180509.mat,7295222,2026-04-02 13:17:54
Soil_Moisture\DDCA\DDCA_DH\SM\20180503.mat,7251017,2026-04-02 13:17:53
Soil_Moisture\DDCA\DDCA_DH\SM\20180504.mat,6419177,2026-04-02 13:17:53
Soil_Moisture\DDCA\DDCA_DH\SM\20180505.mat,6607266,2026-04-02 13:17:53
Soil_Moisture\DDCA\DDCA_DH\SM\20180508.mat,6961312,2026-04-02 13:17:53
Soil_Moisture\DDCA\DDCA_DH\SM\20180510.mat,6471894,2026-04-02 13:17:53
Soil_Moisture\DDCA\DDCA_DH\SM\20180502.mat,6316557,2026-04-02 13:17:48
Soil_Moisture\DDCA\DDCA_DH\SM\20180430.mat,6722249,2026-04-02 13:17:47
Soil_Moisture\DDCA\DDCA_DH\SM\20180424.mat,6125843,2026-04-02 13:17:46
Soil_Moisture\DDCA\DDCA_DH\SM\20180426.mat,6215481,2026-04-02 13:17:46
Soil_Moisture\DDCA\DDCA_DH\SM\20180501.mat,6870838,2026-04-02 13:17:46
Soil_Moisture\DDCA\DDCA_DH\SM\20180423.mat,6707535,2026-04-02 13:17:45
Soil_Moisture\DDCA\DDCA_DH\SM\20180427.mat,6352495,2026-04-02 13:17:45
Soil_Moisture\DDCA\DDCA_DH\SM\20180428.mat,6871212,2026-04-02 13:17:45
Soil_Moisture\DDCA\DDCA_DH\SM\20180429.mat,6229009,2026-04-02 13:17:45
Soil_Moisture\DDCA\DDCA_DH\SM\20180422.mat,6466764,2026-04-02 13:17:44
Soil_Moisture\DDCA\DDCA_DH\SM\20180421.mat,6039185,2026-04-02 13:17:41
Soil_Moisture\DDCA\DDCA_DH\SM\20180425.mat,7020800,2026-04-02 13:17:41
Soil_Moisture\DDCA\DDCA_DH\SM\20180416.mat,5909924,2026-04-02 13:17:38
Soil_Moisture\DDCA\DDCA_DH\SM\20180415.mat,6281236,2026-04-02 13:17:37
Soil_Moisture\DDCA\DDCA_DH\SM\20180420.mat,6541741,2026-04-02 13:17:37
Soil_Moisture\DDCA\DDCA_DH\SM\20180411.mat,5317758,2026-04-02 13:17:36
Soil_Moisture\DDCA\DDCA_DH\SM\20180412.mat,6296578,2026-04-02 13:17:36
Soil_Moisture\DDCA\DDCA_DH\SM\20180413.mat,5863424,2026-04-02 13:17:36
Soil_Moisture\DDCA\DDCA_DH\SM\20180414.mat,6311665,2026-04-02 13:17:36
Soil_Moisture\DDCA\DDCA_DH\SM\20180418.mat,5985519,2026-04-02 13:17:36
Soil_Moisture\DDCA\DDCA_DH\SM\20180419.mat,6145966,2026-04-02 13:17:36
Soil_Moisture\DDCA\DDCA_DH\SM\20180410.mat,5785831,2026-04-02 13:17:32
Soil_Moisture\DDCA\DDCA_DH\SM\20180331.mat,5557016,2026-04-02 13:17:29
Soil_Moisture\DDCA\DDCA_DH\SM\20180402.mat,5550637,2026-04-02 13:17:29
Soil_Moisture\DDCA\DDCA_DH\SM\20180403.mat,5782578,2026-04-02 13:17:29
Soil_Moisture\DDCA\DDCA_DH\SM\20180404.mat,6071508,2026-04-02 13:17:29
Soil_Moisture\DDCA\DDCA_DH\SM\20180405.mat,5602410,2026-04-02 13:17:29
Soil_Moisture\DDCA\DDCA_DH\SM\20180406.mat,6067383,2026-04-02 13:17:29
Soil_Moisture\DDCA\DDCA_DH\SM\20180407.mat,6178803,2026-04-02 13:17:29
Soil_Moisture\DDCA\DDCA_DH\SM\20180408.mat,5816872,2026-04-02 13:17:29
Soil_Moisture\DDCA\DDCA_DH\SM\20180409.mat,6495063,2026-04-02 13:17:29
Soil_Moisture\DDCA\DDCA_DH\SM\20180401.mat,6217277,2026-04-02 13:17:28
Soil_Moisture\DDCA\DDCA_DH\SM\20180322.mat,5787386,2026-04-02 13:17:22
Soil_Moisture\DDCA\DDCA_DH\SM\20180323.mat,5435311,2026-04-02 13:17:22
Soil_Moisture\DDCA\DDCA_DH\SM\20180325.mat,5398773,2026-04-02 13:17:22
Soil_Moisture\DDCA\DDCA_DH\SM\20180328.mat,5463268,2026-04-02 13:17:22
Soil_Moisture\DDCA\DDCA_DH\SM\20180329.mat,5862326,2026-04-02 13:17:22
Soil_Moisture\DDCA\DDCA_DH\SM\20180330.mat,5836771,2026-04-02 13:17:22
Soil_Moisture\DDCA\DDCA_DH\SM\20180321.mat,5613138,2026-04-02 13:17:21
Soil_Moisture\DDCA\DDCA_DH\SM\20180324.mat,6029641,2026-04-02 13:17:21
Soil_Moisture\DDCA\DDCA_DH\SM\20180326.mat,5605823,2026-04-02 13:17:21
Soil_Moisture\DDCA\DDCA_DH\SM\20180327.mat,5865837,2026-04-02 13:17:21
Soil_Moisture\DDCA\DDCA_DH\SM\20180320.mat,4200585,2026-04-02 13:17:19
Soil_Moisture\DDCA\DDCA_DH\SM\20180318.mat,4410105,2026-04-02 13:17:17
Soil_Moisture\DDCA\DDCA_DH\SM\20180319.mat,3984826,2026-04-02 13:17:16
Soil_Moisture\DDCA\DDCA_DH\SM\20180317.mat,5245103,2026-04-02 13:17:15
Soil_Moisture\DDCA\DDCA_DH\SM\20180311.mat,5595194,2026-04-02 13:17:14
Soil_Moisture\DDCA\DDCA_DH\SM\20180312.mat,5210262,2026-04-02 13:17:14
Soil_Moisture\DDCA\DDCA_DH\SM\20180313.mat,5619280,2026-04-02 13:17:14
Soil_Moisture\DDCA\DDCA_DH\SM\20180314.mat,5563191,2026-04-02 13:17:14
Soil_Moisture\DDCA\DDCA_DH\SM\20180315.mat,5296719,2026-04-02 13:17:14
Soil_Moisture\DDCA\DDCA_DH\SM\20180316.mat,5830763,2026-04-02 13:17:14
Soil_Moisture\DDCA\DDCA_DH\SM\20180308.mat,5281608,2026-04-02 13:17:12
Soil_Moisture\DDCA\DDCA_DH\SM\20180309.mat,4977779,2026-04-02 13:17:12
Soil_Moisture\DDCA\DDCA_DH\SM\20180310.mat,5417403,2026-04-02 13:17:12
Soil_Moisture\DDCA\DDCA_DH\SM\20180307.mat,5183006,2026-04-02 13:17:10
Soil_Moisture\DDCA\DDCA_DH\SM\20180301.mat,4358883,2026-04-02 13:17:08
Soil_Moisture\DDCA\DDCA_DH\SM\20180303.mat,5408615,2026-04-02 13:17:08
Soil_Moisture\DDCA\DDCA_DH\SM\20180306.mat,5542626,2026-04-02 13:17:08
Soil_Moisture\DDCA\DDCA_DH\SM\20180302.mat,5382713,2026-04-02 13:17:07
Soil_Moisture\DDCA\DDCA_DH\SM\20180304.mat,4364357,2026-04-02 13:17:07
Soil_Moisture\DDCA\DDCA_DH\SM\20180305.mat,5583321,2026-04-02 13:17:07
Soil_Moisture\DDCA\DDCA_DH\SM\20180226.mat,5312756,2026-04-02 13:17:06
Soil_Moisture\DDCA\DDCA_DH\SM\20180228.mat,5627190,2026-04-02 13:17:06
Soil_Moisture\DDCA\DDCA_DH\SM\20180225.mat,5448633,2026-04-02 13:17:05
Soil_Moisture\DDCA\DDCA_DH\SM\20180227.mat,5181336,2026-04-02 13:17:05
Soil_Moisture\DDCA\DDCA_DH\SM\20180221.mat,4930492,2026-04-02 13:17:03
Soil_Moisture\DDCA\DDCA_DH\SM\20180224.mat,4910773,2026-04-02 13:17:03
Soil_Moisture\DDCA\DDCA_DH\SM\20180222.mat,5222124,2026-04-02 13:17:02
Soil_Moisture\DDCA\DDCA_DH\SM\20180223.mat,5267735,2026-04-02 13:17:02
Soil_Moisture\DDCA\DDCA_DH\SM\20180219.mat,4979138,2026-04-02 13:17:01
Soil_Moisture\DDCA\DDCA_DH\SM\20180220.mat,5398102,2026-04-02 13:17:01
Soil_Moisture\DDCA\DDCA_DH\SM\20180218.mat,5203863,2026-04-02 13:17:00
Soil_Moisture\DDCA\DDCA_DH\SM\20180216.mat,4666302,2026-04-02 13:16:59
Soil_Moisture\DDCA\DDCA_DH\SM\20180217.mat,5225796,2026-04-02 13:16:59
Soil_Moisture\DDCA\DDCA_DH\SM\20180206.mat,4644210,2026-04-02 13:16:58
Soil_Moisture\DDCA\DDCA_DH\SM\20180213.mat,4656277,2026-04-02 13:16:57
Soil_Moisture\DDCA\DDCA_DH\SM\20180215.mat,4703653,2026-04-02 13:16:57
Soil_Moisture\DDCA\DDCA_DH\SM\20180214.mat,4936800,2026-04-02 13:16:56
Soil_Moisture\DDCA\DDCA_DH\SM\20180211.mat,4200768,2026-04-02 13:16:55
Soil_Moisture\DDCA\DDCA_DH\SM\20180212.mat,4509160,2026-04-02 13:16:55
Soil_Moisture\DDCA\DDCA_DH\SM\20180205.mat,4282302,2026-04-02 13:16:54
Soil_Moisture\DDCA\DDCA_DH\SM\20180207.mat,3610437,2026-04-02 13:16:54
Soil_Moisture\DDCA\DDCA_DH\SM\20180209.mat,2731455,2026-04-02 13:16:54
Soil_Moisture\DDCA\DDCA_DH\SM\20180210.mat,4330872,2026-04-02 13:16:54
Soil_Moisture\DDCA\DDCA_DH\SM\20180201.mat,4835679,2026-04-02 13:16:52
Soil_Moisture\DDCA\DDCA_DH\SM\20180208.mat,3632432,2026-04-02 13:16:52
Soil_Moisture\DDCA\DDCA_DH\SM\20180131.mat,4327581,2026-04-02 13:16:51
Soil_Moisture\DDCA\DDCA_DH\SM\20180204.mat,4795057,2026-04-02 13:16:51
Soil_Moisture\DDCA\DDCA_DH\SM\20180129.mat,4597189,2026-04-02 13:16:50
Soil_Moisture\DDCA\DDCA_DH\SM\20180202.mat,4510674,2026-04-02 13:16:50
Soil_Moisture\DDCA\DDCA_DH\SM\20180203.mat,4409212,2026-04-02 13:16:50
Soil_Moisture\DDCA\DDCA_DH\SM\20180125.mat,4481085,2026-04-02 13:16:48
Soil_Moisture\DDCA\DDCA_DH\SM\20180127.mat,4788520,2026-04-02 13:16:48
Soil_Moisture\DDCA\DDCA_DH\SM\20180128.mat,4305455,2026-04-02 13:16:48
Soil_Moisture\DDCA\DDCA_DH\SM\20180130.mat,4617543,2026-04-02 13:16:48
Soil_Moisture\DDCA\DDCA_DH\SM\20180124.mat,4888485,2026-04-02 13:16:46
Soil_Moisture\DDCA\DDCA_DH\SM\20180126.mat,4376685,2026-04-02 13:16:46
Soil_Moisture\DDCA\DDCA_DH\SM\20180107.mat,4129098,2026-04-02 13:16:45
Soil_Moisture\DDCA\DDCA_DH\SM\20180122.mat,4697475,2026-04-02 13:16:44
Soil_Moisture\DDCA\DDCA_DH\SM\20180123.mat,4382409,2026-04-02 13:16:44
Soil_Moisture\DDCA\DDCA_DH\SM\20180117.mat,4667669,2026-04-02 13:16:43
Soil_Moisture\DDCA\DDCA_DH\SM\20180119.mat,4880527,2026-04-02 13:16:43
Soil_Moisture\DDCA\DDCA_DH\SM\20180120.mat,4378870,2026-04-02 13:16:43
Soil_Moisture\DDCA\DDCA_DH\SM\20180121.mat,4663639,2026-04-02 13:16:43
Soil_Moisture\DDCA\DDCA_DH\SM\20180118.mat,4436437,2026-04-02 13:16:42
Soil_Moisture\DDCA\DDCA_DH\SM\20180116.mat,5032177,2026-04-02 13:16:41
Soil_Moisture\DDCA\DDCA_DH\SM\20180110.mat,3156776,2026-04-02 13:16:40
Soil_Moisture\DDCA\DDCA_DH\SM\20180114.mat,4924544,2026-04-02 13:16:39
Soil_Moisture\DDCA\DDCA_DH\SM\20180115.mat,4540874,2026-04-02 13:16:39
Soil_Moisture\DDCA\DDCA_DH\SM\20180104.mat,4179921,2026-04-02 13:16:38
Soil_Moisture\DDCA\DDCA_DH\SM\20180108.mat,3879945,2026-04-02 13:16:38
Soil_Moisture\DDCA\DDCA_DH\SM\20180109.mat,2838073,2026-04-02 13:16:38
Soil_Moisture\DDCA\DDCA_DH\SM\20180111.mat,3594529,2026-04-02 13:16:38
Soil_Moisture\DDCA\DDCA_DH\SM\20180113.mat,4790239,2026-04-02 13:16:38
Soil_Moisture\DDCA\DDCA_DH\SM\20180105.mat,4266890,2026-04-02 13:16:37
Soil_Moisture\DDCA\DDCA_DH\SM\20180106.mat,4571148,2026-04-02 13:16:37
Soil_Moisture\DDCA\DDCA_DH\SM\20180112.mat,3111696,2026-04-02 13:16:37
Soil_Moisture\DDCA\DDCA_DH\SM\20180101.mat,5049889,2026-04-02 13:16:34
Soil_Moisture\DDCA\DDCA_DH\SM\20180103.mat,5215200,2026-04-02 13:16:34
